num_prefs,scale,scale_group,instance_idx,seed,satellites,tasks,hv,normalized_hv,igd_to_k200,nd_points,seconds,seconds_per_pref,avg_scheduled
50,s3_n100,small,7,20260708,3,100,0.29352202712600334,99.81845616715044,0.0039767856834113735,8,0.1120004653930664,0.0022400093078613283,22.62
100,s3_n100,small,7,20260708,3,100,0.29405586741843376,100.0,0.0,9,0.5555562973022461,0.005555562973022461,22.67
150,s3_n100,small,7,20260708,3,100,0.29405586741843376,100.0,0.0,9,0.7753355503082275,0.005168903668721517,22.686666666666667
200,s3_n100,small,7,20260708,3,100,0.29405586741843376,100.0,0.0,9,1.0252752304077148,0.005126376152038575,22.685
20,s3_n100,small,8,20260709,3,100,0.3100305616101231,98.17390778012108,0.01320925810253718,7,0.05899667739868164,0.002949833869934082,23.7
50,s3_n100,small,8,20260709,3,100,0.31579731175058734,100.0,1.1102230246251566e-17,10,0.11899852752685547,0.0023799705505371093,23.74
100,s3_n100,small,8,20260709,3,100,0.31579731175058734,100.0,0.0,10,0.5019991397857666,0.005019991397857666,23.73
150,s3_n100,small,8,20260709,3,100,0.31579731175058734,100.0,0.0,10,0.7871146202087402,0.0052474308013916015,23.733333333333334
200,s3_n100,small,8,20260709,3,100,0.31579731175058734,100.0,0.0,10,1.0963661670684814,0.005481830835342407,23.725
20,s3_n100,small,9,20260710,3,100,0.2932989092416261,97.78329751346155,0.015968203722967794,9,0.05700254440307617,0.0028501272201538084,20.75
50,s3_n100,small,9,20260710,3,100,0.296896124681289,98.98257775785821,0.004562312937598327,14,0.10599970817565918,0.0021199941635131835,20.82
100,s3_n100,small,9,20260710,3,100,0.29602372131931587,98.69172608808509,0.009076592264685778,12,0.509601354598999,0.00509601354598999,20.8
150,s3_n100,small,9,20260710,3,100,0.2972051846803726,99.0856156652205,0.004071130474451178,14,0.7461657524108887,0.004974438349405925,20.813333333333333
200,s3_n100,small,9,20260710,3,100,0.29994786093325243,100.0,0.0,15,1.006023645401001,0.005030118227005005,20.835
20,s5_n150,small,0,20260701,5,150,0.3218846666295824,98.1862693709856,0.00935895385139526,9,0.13478946685791016,0.006739473342895508,36.6
50,s5_n150,small,0,20260701,5,150,0.3246099938339287,99.01759107950907,0.003617963320707955,13,0.2630174160003662,0.005260348320007324,36.36
