inst_idx,scale,instance_idx,seed,file,method,front_type,point_idx,f1,f2
,s8_n200,4,20260701,,KDPCS,all,21,0.33247523761984105,0.9105260134607412
,s8_n200,4,20260701,,KDPCS,all,22,0.33247523761984105,0.9105260134607412
,s8_n200,4,20260701,,KDPCS,all,23,0.30366645052068725,0.9392979057981102
,s8_n200,4,20260701,,KDPCS,all,24,0.30366645052068725,0.9392979057981102
,s8_n200,4,20260701,,KDPCS,all,25,0.30135581200645567,0.9489393439878038
,s8_n200,4,20260701,,KDPCS,all,26,0.3024846378929848,0.9489393439878038
,s8_n200,4,20260701,,KDPCS,all,27,0.3024846378929848,0.9489393439878038
,s8_n200,4,20260701,,KDPCS,all,28,0.29417176013817364,0.9479446167291511
,s8_n200,4,20260701,,KDPCS,all,29,0.29417176013817364,0.9479446167291511
,s8_n200,4,20260701,,KDPCS,all,30,0.29417176013817364,0.9479446167291511
,s8_n200,4,20260701,,KDPCS,all,31,0.2866744395805293,0.9573183270737449
,s8_n200,4,20260701,,KDPCS,all,32,0.2762310805337267,0.9697681307982805
,s8_n200,4,20260701,,KDPCS,all,33,0.2851543014731103,0.9619993582986901
,s8_n200,4,20260701,,KDPCS,all,34,0.2851543014731103,0.9619993582986901
,s8_n200,4,20260701,,KDPCS,all,35,0.2851543014731103,0.9619993582986901
,s8_n200,4,20260701,,KDPCS,all,36,0.2824552135729032,0.9397436088635042
,s8_n200,4,20260701,,KDPCS,all,37,0.2824552135729032,0.9397436088635042
,s8_n200,4,20260701,,KDPCS,all,38,0.2718153871606544,0.9455394253357816
,s8_n200,4,20260701,,KDPCS,all,39,0.2718153871606544,0.9455394253357814
,s8_n200,4,20260701,,KDPCS,all,40,0.2718153871606544,0.9455394253357814
,s8_n200,4,20260701,,KDPCS,all,41,0.25379670666674464,0.9782128872745254
,s8_n200,4,20260701,,KDPCS,all,42,0.25379670666674464,0.9782128872745256
,s8_n200,4,20260701,,KDPCS,all,43,0.25379670666674464,0.9782128872745254
,s8_n200,4,20260701,,KDPCS,all,44,0.25448127737574977,0.9489558510965319
,s8_n200,4,20260701,,KDPCS,all,45,0.25202824237567245,0.9432427220164669
,s8_n200,4,20260701,,KDPCS,all,46,0.24576166369541366,0.9469290259827592
,s8_n200,4,20260701,,KDPCS,all,47,0.24576166369541366,0.9469290259827592
,s8_n200,4,20260701,,KDPCS,all,48,0.24764384867375672,0.9403900244945934
,s8_n200,4,20260701,,KDPCS,all,49,0.2472838189002976,0.9403900244945934
,s8_n200,4,20260701,,KDPCS,nd,0,0.25379670666674464,0.9782128872745254
,s8_n200,4,20260701,,KDPCS,nd,1,0.2762310805337267,0.9697681307982805
,s8_n200,4,20260701,,KDPCS,nd,2,0.2851543014731103,0.9619993582986901
,s8_n200,4,20260701,,KDPCS,nd,3,0.2866744395805293,0.9573183270737449
,s8_n200,4,20260701,,KDPCS,nd,4,0.3024846378929848,0.9489393439878038
,s8_n200,4,20260701,,KDPCS,nd,5,0.30366645052068725,0.9392979057981102
,s8_n200,4,20260701,,KDPCS,nd,6,0.33247523761984105,0.9105260134607412
,s8_n200,4,20260701,,KDPCS,nd,7,0.3332059137007635,0.8937289952305967
,s8_n200,4,20260701,,KDPCS,nd,8,0.37130202122543876,0.8639196961827993
,s8_n200,4,20260701,,KDPCS,nd,9,0.3732343830563767,0.8368167225092843
,s8_n200,4,20260701,,KDPCS,nd,10,0.376127138958172,0.7633342174969561
,s8_n200,4,20260701,,KDPCS,nd,11,0.38445980771821925,0.7390926333150064
,s8_n200,4,20260701,,KDPCS,nd,12,0.3940314938066353,0.7196608603621933
,s8_n200,4,20260701,,KDPCS,nd,13,0.3944089590666051,0.635375090922881
,s8_n200,4,20260701,,KDPCS,nd,14,0.4056787271338891,0.5742710458514693
,s8_n200,4,20260701,,KDPCS,nd,15,0.41141283005135193,0.47463606877290104
,s8_n200,4,20260701,,KDPCS,union_ref_nd,0,0.25379670666674464,0.9782128872745254
,s8_n200,4,20260701,,KDPCS,union_ref_nd,1,0.2762310805337267,0.9697681307982805
,s8_n200,4,20260701,,KDPCS,union_ref_nd,2,0.2851543014731103,0.9619993582986901
,s8_n200,4,20260701,,KDPCS,union_ref_nd,3,0.2866744395805293,0.9573183270737449
,s8_n200,4,20260701,,KDPCS,union_ref_nd,4,0.3024846378929848,0.9489393439878038
,s8_n200,4,20260701,,KDPCS,union_ref_nd,5,0.30366645052068725,0.9392979057981102
,s8_n200,4,20260701,,KDPCS,union_ref_nd,6,0.33247523761984105,0.9105260134607412
,s8_n200,4,20260701,,KDPCS,union_ref_nd,7,0.3332059137007635,0.8937289952305967
,s8_n200,4,20260701,,KDPCS,union_ref_nd,8,0.37130202122543876,0.8639196961827993
,s8_n200,4,20260701,,KDPCS,union_ref_nd,9,0.3732343830563767,0.8368167225092843
,s8_n200,4,20260701,,KDPCS,union_ref_nd,10,0.376127138958172,0.7633342174969561
,s8_n200,4,20260701,,KDPCS,union_ref_nd,11,0.38445980771821925,0.7390926333150064
,s8_n200,4,20260701,,KDPCS,union_ref_nd,12,0.3940314938066353,0.7196608603621933
,s8_n200,4,20260701,,KDPCS,union_ref_nd,13,0.3944089590666051,0.635375090922881
,s8_n200,4,20260701,,KDPCS,union_ref_nd,14,0.4056787271338891,0.5742710458514693
,s8_n200,4,20260701,,KDPCS,union_ref_nd,15,0.41141283005135193,0.47463606877290104
,s8_n300,4,20260701,,KDPCS,all,0,0.33245463991565155,0.6076522296349582
,s8_n300,4,20260701,,KDPCS,all,1,0.32915235606271326,0.7099928446830457
,s8_n300,4,20260701,,KDPCS,all,2,0.33274975844526283,0.7336229962102818
,s8_n300,4,20260701,,KDPCS,all,3,0.3317428453855943,0.7419388436751417
,s8_n300,4,20260701,,KDPCS,all,4,0.3239260369789464,0.7760027940003967
,s8_n300,4,20260701,,KDPCS,all,5,0.33053326620180834,0.7501495132236768
,s8_n300,4,20260701,,KDPCS,all,6,0.3205398241979889,0.7964111809434009
,s8_n300,4,20260701,,KDPCS,all,7,0.3205398241979889,0.7964111809434009
,s8_n300,4,20260701,,KDPCS,all,8,0.3205398241979889,0.7964111809434009
,s8_n300,4,20260701,,KDPCS,all,9,0.31338379045045023,0.8220236323565968
,s8_n300,4,20260701,,KDPCS,all,10,0.31338379045045023,0.8220236323565968
,s8_n300,4,20260701,,KDPCS,all,11,0.31035182606165496,0.8465304934841718
,s8_n300,4,20260701,,KDPCS,all,12,0.31035182606165496,0.8465304934841718
,s8_n300,4,20260701,,KDPCS,all,13,0.3115522832296705,0.846530493484172
,s8_n300,4,20260701,,KDPCS,all,14,0.3115522832296705,0.846530493484172
,s8_n300,4,20260701,,KDPCS,all,15,0.3115522832296705,0.846530493484172
,s8_n300,4,20260701,,KDPCS,all,16,0.3030383863430212,0.8555886847522663
,s8_n300,4,20260701,,KDPCS,all,17,0.26571154785949364,0.9253584546116883
,s8_n300,4,20260701,,KDPCS,all,18,0.26360194297763145,0.9253584546116883
,s8_n300,4,20260701,,KDPCS,all,19,0.25047109055625294,0.9431203990935018
,s8_n300,4,20260701,,KDPCS,all,20,0.24981830508837535,0.9454012452501861
,s8_n300,4,20260701,,KDPCS,all,21,0.24794266113882757,0.9253165619173239
,s8_n300,4,20260701,,KDPCS,all,22,0.24794266113882757,0.9253165619173239
,s8_n300,4,20260701,,KDPCS,all,23,0.24566642208860656,0.9520961106758329
,s8_n300,4,20260701,,KDPCS,all,24,0.24566642208860656,0.9520961106758329
,s8_n300,4,20260701,,KDPCS,all,25,0.22319163333119638,0.9447284208560696
,s8_n300,4,20260701,,KDPCS,all,26,0.21577358954713768,0.953943028696427
,s8_n300,4,20260701,,KDPCS,all,27,0.21577358954713768,0.953943028696427
,s8_n300,4,20260701,,KDPCS,all,28,0.2071255740504982,0.9643983308031586
,s8_n300,4,20260701,,KDPCS,all,29,0.2150501516405037,0.9539430286964271
,s8_n300,4,20260701,,KDPCS,all,30,0.21600949407183173,0.9539430286964271
,s8_n300,4,20260701,,KDPCS,all,31,0.20192781176762253,0.9895446978932683
,s8_n300,4,20260701,,KDPCS,all,32,0.20734206157964577,0.9673948973414046
,s8_n300,4,20260701,,KDPCS,all,33,0.20725753098004387,0.9673948973414046
,s8_n300,4,20260701,,KDPCS,all,34,0.20725753098004387,0.9673948973414046
,s8_n300,4,20260701,,KDPCS,all,35,0.20725753098004387,0.9673948973414046
,s8_n300,4,20260701,,KDPCS,all,36,0.21193501357486746,0.9833963943277901
,s8_n300,4,20260701,,KDPCS,all,37,0.21193501357486738,0.9833963943277899
,s8_n300,4,20260701,,KDPCS,all,38,0.21193501357486738,0.9833963943277899
,s8_n300,4,20260701,,KDPCS,all,39,0.21193501357486738,0.9833963943277899
,s8_n300,4,20260701,,KDPCS,all,40,0.21193501357486738,0.9833963943277899
,s8_n300,4,20260701,,KDPCS,all,41,0.20689705409190315,0.9673948973414049
,s8_n300,4,20260701,,KDPCS,all,42,0.2048547852166324,0.9337718535276979
,s8_n300,4,20260701,,KDPCS,all,43,0.20139666427748565,0.9399201570931762
,s8_n300,4,20260701,,KDPCS,all,44,0.19726210970707433,0.9354488983493087
,s8_n300,4,20260701,,KDPCS,all,45,0.19973892684375388,0.9595414596968057
,s8_n300,4,20260701,,KDPCS,all,46,0.1997389268437539,0.9595414596968057
,s8_n300,4,20260701,,KDPCS,all,47,0.1997389268437539,0.9595414596968057
,s8_n300,4,20260701,,KDPCS,all,48,0.18627902396890308,0.9307446814928331
,s8_n300,4,20260701,,KDPCS,all,49,0.18627902396890308,0.9307446814928331
,s8_n300,4,20260701,,KDPCS,nd,0,0.20192781176762253,0.9895446978932683
,s8_n300,4,20260701,,KDPCS,nd,1,0.21193501357486746,0.9833963943277901
,s8_n300,4,20260701,,KDPCS,nd,2,0.21600949407183173,0.9539430286964271
,s8_n300,4,20260701,,KDPCS,nd,3,0.24566642208860656,0.9520961106758329
,s8_n300,4,20260701,,KDPCS,nd,4,0.24981830508837535,0.9454012452501861
,s8_n300,4,20260701,,KDPCS,nd,5,0.25047109055625294,0.9431203990935018
,s8_n300,4,20260701,,KDPCS,nd,6,0.26571154785949364,0.9253584546116883
,s8_n300,4,20260701,,KDPCS,nd,7,0.3030383863430212,0.8555886847522663
,s8_n300,4,20260701,,KDPCS,nd,8,0.3115522832296705,0.846530493484172
,s8_n300,4,20260701,,KDPCS,nd,9,0.31338379045045023,0.8220236323565968
,s8_n300,4,20260701,,KDPCS,nd,10,0.3205398241979889,0.7964111809434009
,s8_n300,4,20260701,,KDPCS,nd,11,0.3239260369789464,0.7760027940003967
,s8_n300,4,20260701,,KDPCS,nd,12,0.33053326620180834,0.7501495132236768
,s8_n300,4,20260701,,KDPCS,nd,13,0.3317428453855943,0.7419388436751417
,s8_n300,4,20260701,,KDPCS,nd,14,0.33274975844526283,0.7336229962102818
,s8_n300,4,20260701,,KDPCS,union_ref_nd,0,0.20192781176762253,0.9895446978932683
,s8_n300,4,20260701,,KDPCS,union_ref_nd,1,0.21193501357486746,0.9833963943277901
,s8_n300,4,20260701,,KDPCS,union_ref_nd,2,0.21600949407183173,0.9539430286964271
,s8_n300,4,20260701,,KDPCS,union_ref_nd,3,0.24566642208860656,0.9520961106758329
,s8_n300,4,20260701,,KDPCS,union_ref_nd,4,0.24981830508837535,0.9454012452501861
,s8_n300,4,20260701,,KDPCS,union_ref_nd,5,0.25047109055625294,0.9431203990935018
,s8_n300,4,20260701,,KDPCS,union_ref_nd,6,0.26571154785949364,0.9253584546116883
,s8_n300,4,20260701,,KDPCS,union_ref_nd,7,0.3030383863430212,0.8555886847522663
,s8_n300,4,20260701,,KDPCS,union_ref_nd,8,0.3115522832296705,0.846530493484172
,s8_n300,4,20260701,,KDPCS,union_ref_nd,9,0.31338379045045023,0.8220236323565968
,s8_n300,4,20260701,,KDPCS,union_ref_nd,10,0.3205398241979889,0.7964111809434009
,s8_n300,4,20260701,,KDPCS,union_ref_nd,11,0.3239260369789464,0.7760027940003967
,s8_n300,4,20260701,,KDPCS,union_ref_nd,12,0.33053326620180834,0.7501495132236768
,s8_n300,4,20260701,,KDPCS,union_ref_nd,13,0.3317428453855943,0.7419388436751417
,s8_n300,4,20260701,,KDPCS,union_ref_nd,14,0.33274975844526283,0.7336229962102818
,s8_n400,4,20260701,,KDPCS,all,0,0.22893912537068725,0.5266812464311303
,s8_n400,4,20260701,,KDPCS,all,1,0.23463517830942318,0.6206649317366814
,s8_n400,4,20260701,,KDPCS,all,2,0.2306758986252895,0.7403598088385042
,s8_n400,4,20260701,,KDPCS,all,3,0.23182101945397146,0.7423282453332931
,s8_n400,4,20260701,,KDPCS,all,4,0.24053829239822547,0.732258138193903
,s8_n400,4,20260701,,KDPCS,all,5,0.24090587393040339,0.7601422685648851
,s8_n400,4,20260701,,KDPCS,all,6,0.23752267046512024,0.781785154242722
,s8_n400,4,20260701,,KDPCS,all,7,0.2310552119743,0.8080029436700235
,s8_n400,4,20260701,,KDPCS,all,8,0.23487388063431225,0.8080029436700235
,s8_n400,4,20260701,,KDPCS,all,9,0.23404349981320782,0.8193461633266036
,s8_n400,4,20260701,,KDPCS,all,10,0.23805161648913337,0.7931283738993021
,s8_n400,4,20260701,,KDPCS,all,11,0.22458264925996227,0.8732025805256491
,s8_n400,4,20260701,,KDPCS,all,12,0.22458264925996227,0.8732025805256491
,s8_n400,4,20260701,,KDPCS,all,13,0.2238861366691726,0.8732025805256491
,s8_n400,4,20260701,,KDPCS,all,14,0.2238861366691726,0.8732025805256491
,s8_n400,4,20260701,,KDPCS,all,15,0.2238861366691726,0.8732025805256491
,s8_n400,4,20260701,,KDPCS,all,16,0.21796468878681596,0.8784431654249825
,s8_n400,4,20260701,,KDPCS,all,17,0.2044379014776245,0.8900116380534143
,s8_n400,4,20260701,,KDPCS,all,18,0.19171919079985128,0.9481496475690824
,s8_n400,4,20260701,,KDPCS,all,19,0.19889091119890642,0.9309574400992088
,s8_n400,4,20260701,,KDPCS,all,20,0.18817817479131338,0.9272659048883843
,s8_n400,4,20260701,,KDPCS,all,21,0.17251249717390707,0.9521434039809364
,s8_n400,4,20260701,,KDPCS,all,22,0.16815230376815413,0.9521434039809364
,s8_n400,4,20260701,,KDPCS,all,23,0.16858519610283795,0.9569080891951265
,s8_n400,4,20260701,,KDPCS,all,24,0.16858519610283795,0.9569080891951265
,s8_n400,4,20260701,,KDPCS,all,25,0.1654562998534219,0.9824949745747523
,s8_n400,4,20260701,,KDPCS,all,26,0.16405775836205136,0.982805144077585
,s8_n400,4,20260701,,KDPCS,all,27,0.16405775836205136,0.982805144077585
,s8_n400,4,20260701,,KDPCS,all,28,0.14789040295061176,0.9920478614567819
,s8_n400,4,20260701,,KDPCS,all,29,0.14789040295061176,0.9920478614567819
,s8_n400,4,20260701,,KDPCS,all,30,0.14789040295061176,0.9920478614567819
,s8_n400,4,20260701,,KDPCS,all,31,0.1462638764622516,0.9920478614567819
,s8_n400,4,20260701,,KDPCS,all,32,0.14268678269399793,0.9954801153596512
,s8_n400,4,20260701,,KDPCS,all,33,0.14427323683501278,0.9954801153596512
,s8_n400,4,20260701,,KDPCS,all,34,0.14427323683501278,0.9954801153596512
,s8_n400,4,20260701,,KDPCS,all,35,0.14427323683501278,0.9954801153596512
,s8_n400,4,20260701,,KDPCS,all,36,0.1407619170159984,0.9954801153596513
,s8_n400,4,20260701,,KDPCS,all,37,0.1407619170159984,0.9954801153596513
,s8_n400,4,20260701,,KDPCS,all,38,0.1407619170159984,0.9954801153596513
,s8_n400,4,20260701,,KDPCS,all,39,0.1407619170159984,0.9954801153596513
,s8_n400,4,20260701,,KDPCS,all,40,0.1401394847552177,0.9954801153596512
,s8_n400,4,20260701,,KDPCS,all,41,0.1485166859027601,0.9471870443296064
,s8_n400,4,20260701,,KDPCS,all,42,0.1485166859027601,0.9471870443296064
,s8_n400,4,20260701,,KDPCS,all,43,0.1485166859027601,0.9471870443296064
,s8_n400,4,20260701,,KDPCS,all,44,0.15297760271132393,0.9698932299800254
,s8_n400,4,20260701,,KDPCS,all,45,0.15297760271132393,0.9698932299800254
,s8_n400,4,20260701,,KDPCS,all,46,0.15297760271132393,0.9698932299800254
,s8_n400,4,20260701,,KDPCS,all,47,0.15297760271132393,0.9698932299800254
,s8_n400,4,20260701,,KDPCS,all,48,0.15349692478756166,0.9698932299800254
,s8_n400,4,20260701,,KDPCS,all,49,0.15349692478756166,0.9698932299800254
,s8_n400,4,20260701,,KDPCS,nd,0,0.14427323683501278,0.9954801153596512
,s8_n400,4,20260701,,KDPCS,nd,1,0.14789040295061176,0.9920478614567819
,s8_n400,4,20260701,,KDPCS,nd,2,0.16405775836205136,0.982805144077585
,s8_n400,4,20260701,,KDPCS,nd,3,0.1654562998534219,0.9824949745747523
,s8_n400,4,20260701,,KDPCS,nd,4,0.16858519610283795,0.9569080891951265
,s8_n400,4,20260701,,KDPCS,nd,5,0.17251249717390707,0.9521434039809364
,s8_n400,4,20260701,,KDPCS,nd,6,0.19171919079985128,0.9481496475690824
,s8_n400,4,20260701,,KDPCS,nd,7,0.19889091119890642,0.9309574400992088
,s8_n400,4,20260701,,KDPCS,nd,8,0.2044379014776245,0.8900116380534143
,s8_n400,4,20260701,,KDPCS,nd,9,0.21796468878681596,0.8784431654249825
,s8_n400,4,20260701,,KDPCS,nd,10,0.22458264925996227,0.8732025805256491
,s8_n400,4,20260701,,KDPCS,nd,11,0.23404349981320782,0.8193461633266036
,s8_n400,4,20260701,,KDPCS,nd,12,0.23487388063431225,0.8080029436700235
,s8_n400,4,20260701,,KDPCS,nd,13,0.23805161648913337,0.7931283738993021
,s8_n400,4,20260701,,KDPCS,nd,14,0.24090587393040339,0.7601422685648851
,s8_n400,4,20260701,,KDPCS,union_ref_nd,0,0.14427323683501278,0.9954801153596512
,s8_n400,4,20260701,,KDPCS,union_ref_nd,1,0.14789040295061176,0.9920478614567819
,s8_n400,4,20260701,,KDPCS,union_ref_nd,2,0.16405775836205136,0.982805144077585
,s8_n400,4,20260701,,KDPCS,union_ref_nd,3,0.1654562998534219,0.9824949745747523
,s8_n400,4,20260701,,KDPCS,union_ref_nd,4,0.16858519610283795,0.9569080891951265
,s8_n400,4,20260701,,KDPCS,union_ref_nd,5,0.17251249717390707,0.9521434039809364
,s8_n400,4,20260701,,KDPCS,union_ref_nd,6,0.19171919079985128,0.9481496475690824
,s8_n400,4,20260701,,KDPCS,union_ref_nd,7,0.19889091119890642,0.9309574400992088
,s8_n400,4,20260701,,KDPCS,union_ref_nd,8,0.2044379014776245,0.8900116380534143
,s8_n400,4,20260701,,KDPCS,union_ref_nd,9,0.21796468878681596,0.8784431654249825
,s8_n400,4,20260701,,KDPCS,union_ref_nd,10,0.22458264925996227,0.8732025805256491
,s8_n400,4,20260701,,KDPCS,union_ref_nd,11,0.23404349981320782,0.8193461633266036
,s8_n400,4,20260701,,KDPCS,union_ref_nd,12,0.23487388063431225,0.8080029436700235
,s8_n400,4,20260701,,KDPCS,union_ref_nd,13,0.23805161648913337,0.7931283738993021
,s8_n400,4,20260701,,KDPCS,union_ref_nd,14,0.24090587393040339,0.7601422685648851
,s10_n200,4,20260701,,KDPCS,all,0,0.4683200126232908,0.6077231246588132
,s10_n200,4,20260701,,KDPCS,all,1,0.4701804372818875,0.6600379618593963
,s10_n200,4,20260701,,KDPCS,all,2,0.4742946531749286,0.7125130578964274
,s10_n200,4,20260701,,KDPCS,all,3,0.47076558191845586,0.7601015503643438
,s10_n200,4,20260701,,KDPCS,all,4,0.44738001744123956,0.7887599255448017
,s10_n200,4,20260701,,KDPCS,all,5,0.45069503452977416,0.7904336270489836
,s10_n200,4,20260701,,KDPCS,all,6,0.4533908372380305,0.7887599255448017
,s10_n200,4,20260701,,KDPCS,all,7,0.4533908372380305,0.7887599255448017
,s10_n200,4,20260701,,KDPCS,all,8,0.4533908372380305,0.7887599255448017
,s10_n200,4,20260701,,KDPCS,all,9,0.4635191769627888,0.8265341644698757
,s10_n200,4,20260701,,KDPCS,all,10,0.4377845311608853,0.8540717095069285
,s10_n200,4,20260701,,KDPCS,all,11,0.4307958765266638,0.8656566690193557
,s10_n200,4,20260701,,KDPCS,all,12,0.4307958765266638,0.8656566690193557
,s10_n200,4,20260701,,KDPCS,all,13,0.43034746113796996,0.8656566690193557
,s10_n200,4,20260701,,KDPCS,all,14,0.4280477293405381,0.8656566690193557
,s10_n200,4,20260701,,KDPCS,all,15,0.4280477293405381,0.8656566690193557
,s10_n200,4,20260701,,KDPCS,all,16,0.42344153132931306,0.877703108484876
,s10_n200,4,20260701,,KDPCS,all,17,0.4063279327169614,0.8985127568158652
,s10_n200,4,20260701,,KDPCS,all,18,0.40604346917757733,0.9047671635885773
,s10_n200,4,20260701,,KDPCS,all,19,0.4135657559504911,0.9047671635885773
,s10_n200,4,20260701,,KDPCS,all,20,0.39008264730088077,0.9143816618802288
,s10_n200,4,20260701,,KDPCS,all,21,0.3965276458877831,0.9165826358780758
,s10_n200,4,20260701,,KDPCS,all,22,0.3965276458877831,0.9165826358780758
,s10_n200,4,20260701,,KDPCS,all,23,0.3574221919148891,0.945164253211172
,s10_n200,4,20260701,,KDPCS,all,24,0.35377484793347663,0.9587659974928219
,s10_n200,4,20260701,,KDPCS,all,25,0.3438251310700976,0.9706500400344676
,s10_n200,4,20260701,,KDPCS,all,26,0.338525370518917,0.9651409286779398
,s10_n200,4,20260701,,KDPCS,all,27,0.338525370518917,0.9651409286779398
,s10_n200,4,20260701,,KDPCS,all,28,0.34289068855250676,0.9453380266471922
,s10_n200,4,20260701,,KDPCS,all,29,0.34289068855250676,0.9453380266471922
,s10_n200,4,20260701,,KDPCS,all,30,0.34326773831034085,0.945338026647192
,s10_n200,4,20260701,,KDPCS,all,31,0.33988380422400283,0.9650434514817858
,s10_n200,4,20260701,,KDPCS,all,32,0.33988380422400283,0.9650434514817858
,s10_n200,4,20260701,,KDPCS,all,33,0.3167727993632844,0.9591010391758256
,s10_n200,4,20260701,,KDPCS,all,34,0.32462424773647724,0.9591010391758256
,s10_n200,4,20260701,,KDPCS,all,35,0.32462424773647724,0.9591010391758256
,s10_n200,4,20260701,,KDPCS,all,36,0.30962393703388774,0.9654759703609435
,s10_n200,4,20260701,,KDPCS,all,37,0.30779401303012893,0.9654759703609435
,s10_n200,4,20260701,,KDPCS,all,38,0.30779401303012893,0.9654759703609435
,s10_n200,4,20260701,,KDPCS,all,39,0.30010898393902485,0.9654759703609435
,s10_n200,4,20260701,,KDPCS,all,40,0.30779401303012893,0.9654759703609433
,s10_n200,4,20260701,,KDPCS,all,41,0.3112234740608238,0.9654759703609435
,s10_n200,4,20260701,,KDPCS,all,42,0.3076449699378213,0.9522891222375081
,s10_n200,4,20260701,,KDPCS,all,43,0.3076449699378213,0.9522891222375081
,s10_n200,4,20260701,,KDPCS,all,44,0.3076449699378214,0.9522891222375084
,s10_n200,4,20260701,,KDPCS,all,45,0.3076449699378214,0.9522891222375084
,s10_n200,4,20260701,,KDPCS,all,46,0.3076449699378214,0.9522891222375084
,s10_n200,4,20260701,,KDPCS,all,47,0.3076449699378214,0.9522891222375084
,s10_n200,4,20260701,,KDPCS,all,48,0.31935661211513844,0.9373449651542203
,s10_n200,4,20260701,,KDPCS,all,49,0.31935661211513844,0.9373449651542203
,s10_n200,4,20260701,,KDPCS,nd,0,0.3438251310700976,0.9706500400344676
,s10_n200,4,20260701,,KDPCS,nd,1,0.35377484793347663,0.9587659974928219
,s10_n200,4,20260701,,KDPCS,nd,2,0.3574221919148891,0.945164253211172
,s10_n200,4,20260701,,KDPCS,nd,3,0.3965276458877831,0.9165826358780758
,s10_n200,4,20260701,,KDPCS,nd,4,0.4135657559504911,0.9047671635885773
,s10_n200,4,20260701,,KDPCS,nd,5,0.42344153132931306,0.877703108484876
,s10_n200,4,20260701,,KDPCS,nd,6,0.4307958765266638,0.8656566690193557
,s10_n200,4,20260701,,KDPCS,nd,7,0.4377845311608853,0.8540717095069285
,s10_n200,4,20260701,,KDPCS,nd,8,0.4635191769627888,0.8265341644698757
,s10_n200,4,20260701,,KDPCS,nd,9,0.47076558191845586,0.7601015503643438
,s10_n200,4,20260701,,KDPCS,nd,10,0.4742946531749286,0.7125130578964274
,s10_n200,4,20260701,,KDPCS,union_ref_nd,0,0.3438251310700976,0.9706500400344676
,s10_n200,4,20260701,,KDPCS,union_ref_nd,1,0.35377484793347663,0.9587659974928219
,s10_n200,4,20260701,,KDPCS,union_ref_nd,2,0.3574221919148891,0.945164253211172
,s10_n200,4,20260701,,KDPCS,union_ref_nd,3,0.3965276458877831,0.9165826358780758
,s10_n200,4,20260701,,KDPCS,union_ref_nd,4,0.4135657559504911,0.9047671635885773
,s10_n200,4,20260701,,KDPCS,union_ref_nd,5,0.42344153132931306,0.877703108484876
,s10_n200,4,20260701,,KDPCS,union_ref_nd,6,0.4307958765266638,0.8656566690193557
,s10_n200,4,20260701,,KDPCS,union_ref_nd,7,0.4377845311608853,0.8540717095069285
,s10_n200,4,20260701,,KDPCS,union_ref_nd,8,0.4635191769627888,0.8265341644698757
,s10_n200,4,20260701,,KDPCS,union_ref_nd,9,0.47076558191845586,0.7601015503643438
,s10_n200,4,20260701,,KDPCS,union_ref_nd,10,0.4742946531749286,0.7125130578964274
,s10_n300,4,20260701,,KDPCS,all,0,0.3483095962864794,0.4844626246767831
,s10_n300,4,20260701,,KDPCS,all,1,0.3558207940021066,0.5758530930799445
,s10_n300,4,20260701,,KDPCS,all,2,0.3617561560327913,0.5688871583828956
,s10_n300,4,20260701,,KDPCS,all,3,0.3631743310335173,0.6221770491065439
,s10_n300,4,20260701,,KDPCS,all,4,0.3487061428791781,0.6839005412131904
,s10_n300,4,20260701,,KDPCS,all,5,0.34387077930357796,0.7193401396708837
,s10_n300,4,20260701,,KDPCS,all,6,0.3380262151486376,0.7526480797675261
,s10_n300,4,20260701,,KDPCS,all,7,0.3391774248989477,0.7526480797675261
,s10_n300,4,20260701,,KDPCS,all,8,0.33793364558141514,0.7526480797675261
,s10_n300,4,20260701,,KDPCS,all,9,0.34106552893563047,0.7814725499008482
,s10_n300,4,20260701,,KDPCS,all,10,0.3367039657369722,0.7974735785626276
,s10_n300,4,20260701,,KDPCS,all,11,0.32468779717303675,0.8499426224745835
,s10_n300,4,20260701,,KDPCS,all,12,0.32468779717303675,0.8499426224745835
,s10_n300,4,20260701,,KDPCS,all,13,0.32468779717303675,0.8499426224745835
,s10_n300,4,20260701,,KDPCS,all,14,0.3246877971730368,0.8499426224745835
,s10_n300,4,20260701,,KDPCS,all,15,0.3246877971730368,0.8499426224745835
,s10_n300,4,20260701,,KDPCS,all,16,0.32112317843342103,0.8581771597242478
,s10_n300,4,20260701,,KDPCS,all,17,0.3036446327822522,0.8933442106450573
,s10_n300,4,20260701,,KDPCS,all,18,0.3036701931624412,0.8933442106450575
,s10_n300,4,20260701,,KDPCS,all,19,0.3087874463575479,0.8933442106450575
,s10_n300,4,20260701,,KDPCS,all,20,0.30686987256031684,0.9008198272256247
,s10_n300,4,20260701,,KDPCS,all,21,0.2910065079259491,0.9302696265105814
,s10_n300,4,20260701,,KDPCS,all,22,0.2888143766738481,0.9302696265105814
,s10_n300,4,20260701,,KDPCS,all,23,0.2773586834116224,0.9406975428932527
,s10_n300,4,20260701,,KDPCS,all,24,0.2773586834116224,0.9406975428932527
,s10_n300,4,20260701,,KDPCS,all,25,0.2617123245027613,0.9515309524889418
,s10_n300,4,20260701,,KDPCS,all,26,0.25454270836987564,0.9653689339559178
,s10_n300,4,20260701,,KDPCS,all,27,0.25454270836987564,0.9653689339559178
,s10_n300,4,20260701,,KDPCS,all,28,0.23840205041967186,0.9745562968598876
,s10_n300,4,20260701,,KDPCS,all,29,0.23840205041967186,0.9745562968598876
